mpio_reg_code_7,censo,votantes,votos_nulos,votos_no_marcados,votos_blanco,votos_validos,mesas_total,mesas_escrutadas,cand_cepeda,cand_valencia,cand_delaespriella,cand_claudialopez,cand_barreras,cand_fajardo,cand_caicedo,cand_lizcano,cand_uribe,cand_botero,cand_macollins,cand_matamoros,cand_murillo
0700215,4965,2445,25,10,28,2410,17,17,445,187,1681,11,0,18,2,3,2,26,5,0,2
0700217,9450,5865,48,11,62,5806,29,29,1504,436,3528,36,4,163,2,11,7,49,1,2,1
0700220,5546,3786,40,11,63,3735,17,17,884,302,2248,23,0,143,0,9,10,44,7,0,2
0700223,2259,1129,7,1,8,1121,7,6,246,77,750,5,0,16,1,3,1,13,1,0,0
0700226,10514,6565,99,19,84,6447,35,35,1767,550,3777,66,2,114,4,12,13,46,10,1,1
0700232,4435,3142,23,8,35,3111,13,13,837,244,1648,25,6,265,0,1,4,34,6,2,4
0700235,16357,10428,128,18,166,10282,47,46,2451,913,5883,130,10,516,5,18,17,159,7,3,4
0700237,1549,949,7,0,26,942,5,5,267,50,556,10,0,17,0,1,0,15,0,0,0
0700238,5504,3004,33,12,23,2959,18,18,528,354,1943,23,7,47,3,7,2,20,1,0,1
0700241,4191,2650,13,5,20,2632,15,15,298,108,2132,4,0,51,1,1,2,15,0,0,0
0700247,3524,2022,6,2,16,2014,11,11,219,107,1600,5,0,30,2,3,2,30,0,0,0
0700248,2881,1845,23,6,20,1816,9,9,389,207,1105,21,2,40,1,4,2,20,3,1,1
0700249,6064,3485,33,6,31,3446,20,20,500,326,2415,11,5,74,1,4,5,70,3,0,1
0700250,7259,3903,25,10,36,3868,21,21,935,376,2392,14,3,65,0,3,6,28,5,3,2
0700251,3134,1951,40,3,57,1908,11,11,625,67,1072,10,0,48,0,4,1,22,1,1,0
0700253,8967,6325,57,10,86,6258,27,27,1649,533,3449,92,4,359,3,13,7,53,5,2,3
0700256,3273,2127,12,2,18,2113,10,10,300,195,1505,16,2,59,0,3,1,11,0,1,2
0700259,2479,1351,8,2,10,1341,8,8,175,159,937,9,2,33,0,4,1,10,1,0,0
0700262,1254,612,5,1,10,606,4,4,134,61,371,6,0,16,0,3,2,2,1,0,0
0700265,6298,3511,57,12,83,3442,18,17,807,557,1772,44,1,89,2,9,13,58,5,0,2
0700268,7661,4952,45,9,55,4898,22,22,1301,500,2807,50,6,133,1,5,8,27,4,0,1
0700271,5820,3157,31,14,47,3112,20,20,562,356,1997,12,0,64,2,5,10,47,8,1,1
0700274,6834,3964,56,5,59,3903,22,22,1120,641,1879,25,7,93,0,7,8,53,9,0,2
0700277,101453,69747,747,75,1126,68925,286,283,26960,6146,29021,1068,30,3792,19,112,72,494,44,11,30
0700280,2880,1728,19,5,23,1704,9,9,436,141,1009,11,1,58,0,2,3,18,1,1,0
0700281,2968,1851,25,6,32,1820,9,9,612,146,910,19,2,80,0,1,6,8,2,1,1
0700282,6416,4033,62,10,61,3961,19,19,1207,516,1921,37,6,110,4,8,12,69,6,1,3
0700283,6270,4207,64,15,54,4128,19,19,1132,529,2145,51,7,105,9,12,15,54,11,2,2
0700286,2501,1400,10,10,20,1380,9,9,219,198,892,11,3,19,2,3,3,9,1,0,0
0700289,6260,4207,22,2,42,4183,18,18,1006,392,2519,21,3,157,0,4,4,31,3,0,1
0700292,3938,2395,22,2,28,2371,12,12,614,264,1349,17,2,67,4,4,3,16,2,1,0
0700298,4934,2894,31,8,34,2855,14,14,787,283,1626,19,1,60,2,3,4,31,4,0,1
0700301,3593,2238,29,3,32,2206,11,11,513,193,1331,30,3,60,2,11,8,20,3,0,0
0700304,7542,4212,35,13,40,4164,23,23,944,255,2736,48,8,77,1,16,6,25,7,1,0
0700307,10335,7010,86,12,105,6912,30,30,2906,615,2825,112,2,262,3,10,11,54,3,1,3
0700310,3116,2289,7,4,21,2278,9,9,732,162,1237,17,2,88,1,3,0,15,0,0,0
0700311,3619,1981,11,10,21,1960,11,11,394,215,1268,7,0,31,2,3,4,12,3,0,0
0700313,8015,4950,76,8,168,4866,23,23,1443,514,2430,80,5,128,2,13,12,57,11,1,2
0700316,4469,2326,30,8,32,2288,13,13,440,262,1471,19,2,30,2,4,5,14,4,1,2
0700319,3476,2471,26,5,37,2440,11,11,580,235,1460,35,0,62,0,2,5,20,3,0,1
0700322,4491,2180,21,6,30,2153,14,14,411,210,1410,10,3,40,1,4,10,18,2,1,3
0700324,1578,957,1,6,5,950,5,5,230,40,645,1,2,9,0,0,5,10,2,0,1
0700325,5716,3602,35,6,53,3561,17,17,909,261,2076,48,0,163,1,9,3,33,2,2,1
0700328,8624,5751,58,8,98,5685,25,25,1947,485,2750,92,3,209,1,21,12,58,7,0,2
0700331,2095,1322,14,2,23,1306,7,7,336,129,727,16,1,53,0,4,4,12,0,0,1
0700334,5746,3802,17,5,40,3780,17,17,632,240,2703,30,1,87,0,13,5,18,5,3,3
0700337,11975,7035,92,19,145,6924,35,35,2205,516,3623,106,4,236,2,10,12,57,5,1,2
0700340,2485,1521,13,4,15,1504,8,8,221,109,1073,15,2,33,0,5,4,10,5,9,3
0700346,4639,2831,13,3,31,2815,14,14,632,141,1889,23,1,52,0,6,3,29,3,2,3
0900001,348633,234757,3800,469,4530,230488,1013,1013,73993,25176,98540,2928,138,18129,109,3994,407,2145,163,66,170
0900004,18959,11026,189,67,178,10770,59,59,1608,2250,5965,57,15,349,8,108,42,154,25,2,9
0900007,29450,15704,365,75,311,15264,92,92,3630,2440,7569,119,17,507,13,334,43,236,30,3,12
0900013,11178,6021,126,36,142,5859,37,37,679,1190,2967,36,6,193,4,507,13,92,25,0,5
0900022,10328,5331,71,31,93,5229,31,31,1331,1158,1930,19,4,81,3,509,12,77,7,2,3
0900034,47723,27154,615,110,614,26429,140,140,8441,2991,11936,268,41,1138,15,461,86,373,38,7,20
0900037,9182,4715,91,36,69,4588,30,30,744,757,2313,21,4,135,5,447,9,63,11,3,7
0900049,57276,31577,898,108,595,30571,170,170,11685,2119,13888,158,45,800,18,586,41,577,32,7,20
0900052,5647,2862,32,22,47,2808,19,19,657,534,1233,13,8,82,4,140,11,65,5,2,7
0900055,15388,7956,122,41,140,7793,48,48,1188,1728,3948,39,8,211,5,366,25,116,13,3,3
0900058,7814,3203,90,23,85,3090,26,26,1092,340,1261,18,14,87,2,90,10,81,5,0,5
0900061,12327,6787,99,22,104,6666,37,37,844,2136,2878,29,6,173,9,374,13,64,30,2,4
0900067,2359,1186,21,13,18,1152,9,9,129,155,661,17,0,20,3,125,3,17,4,0,0
0900076,19798,10902,258,82,203,10562,60,60,2333,1435,5288,102,20,436,11,499,36,166,20,2,11
0900078,6716,3300,73,24,91,3203,21,21,941,263,1622,22,9,77,3,62,6,96,6,2,3
0900079,11981,6982,151,63,142,6768,40,40,971,1365,3463,50,15,201,6,380,28,116,23,4,4
0900082,14895,7871,173,36,120,7662,44,44,2194,657,3180,36,6,195,5,1114,12,131,8,1,3
0900085,16297,8985,136,54,177,8795,53,53,1600,2401,4035,43,7,218,2,135,29,134,10,0,4
0900103,41284,24143,475,131,515,23537,125,125,9331,2041,9843,152,23,586,7,714,44,236,29,5,11
0900106,10544,5313,106,29,96,5178,32,32,1112,865,2587,24,8,117,4,244,9,102,3,2,5
0900109,14703,7568,155,41,141,7372,45,45,1495,1445,3311,34,12,219,2,579,20,92,13,4,5
0900115,16703,8893,163,63,164,8667,54,54,1588,1447,4743,53,14,196,9,227,41,145,27,8,5
0900120,4960,2686,29,15,42,2642,16,16,628,575,1075,4,0,51,4,229,6,22,6,0,0
0900124,24049,12893,582,97,355,12214,74,74,4159,1469,5135,106,11,330,9,302,45,249,26,9,9
0900127,8387,4637,111,22,64,4504,26,26,1155,428,2285,39,6,71,1,351,14,80,4,1,5
0900130,48521,32571,672,90,676,31809,147,147,10967,3558,13096,478,26,1917,22,595,71,329,40,9,25
0900133,13569,7784,116,29,120,7639,44,44,1707,966,4100,43,5,184,2,340,22,135,8,3,4
1100001,269520,185555,2601,355,3496,182599,785,778,103576,16599,48891,1289,123,6729,72,233,173,1165,127,33,93
1100004,12877,7677,88,68,109,7521,43,43,6708,169,434,10,1,23,5,5,9,39,8,1,0
1100005,22907,16688,786,111,762,15791,73,73,12563,350,1575,78,14,119,19,32,22,220,25,6,6
1100006,17796,14235,495,142,520,13598,55,54,10688,424,1452,91,23,117,16,38,35,147,23,18,6
1100007,29820,17905,451,160,489,17294,122,119,13590,996,1818,62,16,69,10,42,28,133,22,2,17
1100010,18493,11657,813,236,551,10608,61,59,5826,651,2934,87,30,145,21,55,72,140,47,16,33
1100013,26783,14042,455,207,526,13380,83,77,8008,1339,2839,126,28,152,14,60,62,161,39,7,19
1100016,26334,17512,280,105,301,17127,81,81,13997,639,1831,80,16,120,9,18,14,77,14,3,8
1100019,21544,15024,259,48,260,14717,68,68,11285,587,2194,59,14,170,5,26,19,70,13,2,13
1100022,19614,12834,163,47,268,12624,59,57,9710,432,1908,53,7,116,5,18,9,65,17,4,12
1100025,40574,24823,1408,448,1080,22967,145,124,13558,1931,4935,321,62,328,31,85,131,369,72,16,48
1100027,5065,3435,98,28,167,3309,16,16,1989,465,585,9,5,25,1,3,7,46,6,1,0
1100028,19226,7386,89,11,60,7286,71,70,6629,126,342,24,7,31,4,11,10,30,6,1,5
1100029,14749,10123,235,47,207,9841,47,47,7861,450,1082,23,14,68,7,29,14,55,13,6,12
1100031,19391,11346,108,66,163,11172,65,65,8483,534,1714,51,6,78,3,18,23,72,13,9,5
1100034,10320,6695,63,49,58,6583,33,28,6258,43,175,6,5,7,2,4,3,17,3,0,2
1100037,9228,6119,236,64,170,5819,29,29,3559,431,1436,44,7,59,2,16,16,51,17,2,9
1100040,14985,8657,90,49,117,8518,53,53,6728,477,1046,18,6,31,5,9,14,59,5,2,1
1100043,13722,4691,41,25,65,4625,61,60,4154,79,253,15,5,11,2,6,8,18,2,2,5
1100046,13969,8381,136,92,246,8153,48,48,6154,356,1206,26,9,46,2,15,10,70,7,3,3
1100049,22203,15067,226,36,256,14805,70,70,11184,430,2523,56,4,220,3,8,13,93,11,0,4
1100052,23285,13862,323,128,477,13411,75,70,8161,993,3217,88,36,144,18,20,49,136,29,4,39
1100053,7325,4246,127,28,92,4091,24,24,3114,88,685,17,4,35,3,7,8,25,5,3,5
1100055,22832,13166,167,61,184,12938,82,80,10517,482,1523,50,4,57,3,19,22,57,15,1,4
1100058,28400,19106,786,234,743,18086,95,91,12170,1046,3329,140,32,205,22,70,53,220,31,7,18
1100060,6733,2792,29,17,77,2746,26,25,1579,98,872,15,3,22,3,8,10,48,4,1,6
1100061,32375,18971,473,98,536,18400,102,101,9641,1547,5667,195,13,427,9,37,38,225,26,15,24
1100064,35830,21759,317,64,355,21378,104,103,17612,537,2352,46,83,234,11,33,11,70,11,7,16
1100067,10038,5963,86,31,88,5846,31,31,4123,311,1212,25,5,41,1,4,6,24,2,4,0
1100070,8785,5590,159,56,133,5375,28,28,3203,500,1369,29,4,49,0,15,12,51,7,2,1
1100073,7048,3983,43,43,70,3897,24,24,2970,266,542,8,4,8,1,9,3,9,4,0,3
1100076,87246,55146,1222,198,1285,53726,250,242,35359,2221,12554,296,59,1128,27,108,86,464,56,22,61
1100079,4121,2140,19,8,21,2113,18,18,1471,101,478,3,1,13,0,3,8,9,5,0,0
1100082,24598,13568,502,106,362,12960,80,78,9487,601,2030,91,14,160,15,24,38,102,16,11,9
1100085,7670,4807,86,29,107,4692,29,29,3136,419,891,28,8,51,1,5,11,22,10,2,1
1100086,5914,4001,68,49,96,3884,22,22,3332,129,251,5,0,24,4,8,8,20,2,1,4
1100087,19081,10890,644,115,450,10131,62,60,6123,585,2460,83,20,133,4,39,37,133,30,15,19
1100088,28850,18744,406,78,444,18260,89,87,10440,1561,5074,117,16,320,10,28,42,175,13,2,18
1100091,15903,6547,23,6,28,6518,60,55,6117,73,242,14,1,11,2,4,4,15,5,2,0
1100094,21550,15209,133,71,169,15005,67,65,13713,200,731,47,6,46,2,14,18,33,16,3,7
1100097,13402,8188,85,34,150,8069,45,45,6753,209,813,31,4,40,2,3,16,38,6,1,3
1100098,15869,9961,156,25,149,9780,46,45,8327,228,901,23,3,67,4,22,6,32,6,4,8
1200001,348470,190265,1686,221,3033,188358,996,996,89773,4668,84650,460,31,4237,153,329,107,784,53,25,55
1200075,77716,46530,621,79,732,45830,237,237,14388,1461,27327,84,20,1074,15,71,52,555,30,7,14
1200150,54027,25399,241,61,304,25097,155,155,13803,674,9641,69,13,366,8,38,32,126,12,6,5
1200170,17193,8807,46,18,58,8743,51,51,3664,116,4758,15,5,32,12,10,9,56,6,1,1
1200180,20407,9240,80,13,149,9147,60,60,5299,153,3328,19,1,89,9,27,5,60,5,1,2
1200200,33616,16550,146,172,196,16232,97,97,9008,310,6307,28,12,174,11,41,11,116,10,4,4
1200225,31317,15623,231,36,275,15356,96,96,7793,300,6565,33,2,171,12,32,19,135,14,2,3
1200300,26186,11756,69,30,76,11657,84,84,4827,279,6143,85,9,64,9,28,10,108,14,2,3
1200375,25033,11513,95,22,136,11396,73,73,6579,248,4190,19,2,77,8,29,11,78,13,4,2
1200410,26182,12292,90,48,176,12154,78,78,7212,364,4103,22,10,88,6,49,11,99,6,5,3
1200415,29903,16240,156,37,223,16047,87,87,10256,299,4907,45,7,107,12,38,11,127,8,5,2
1200450,11520,6283,21,17,80,6245,38,38,2163,269,3580,10,4,48,3,11,3,64,7,1,2
1200525,5060,2445,23,1,52,2421,20,20,624,98,1539,6,3,60,1,5,4,21,4,2,2
1200600,11948,7003,58,16,85,6929,39,39,2684,88,3945,9,2,45,0,7,3,57,3,1,0
1200608,32766,16783,233,33,292,16517,97,97,9472,296,5998,26,5,215,10,36,4,153,6,2,2
1200625,9290,5184,48,15,47,5121,30,30,2434,122,2382,7,3,75,1,12,4,31,3,0,0
1200650,16717,8484,83,24,98,8377,50,50,3360,140,4467,14,0,97,6,7,6,176,1,3,2
1200700,17485,9117,92,38,138,8987,51,51,2986,104,5447,23,3,89,6,22,8,150,7,3,1
1200720,23911,10358,75,59,125,10224,72,72,5910,156,3802,18,3,118,2,16,8,55,7,1,3
1200750,17091,9333,88,25,141,9220,55,55,2560,499,5598,15,7,202,4,13,13,158,7,1,2
1200800,20555,11688,150,19,145,11519,63,63,4921,353,5419,44,15,288,3,22,10,287,7,3,2
1200825,23752,11202,76,21,135,11105,71,71,3932,258,6501,15,4,141,12,27,4,64,8,4,0
1200850,17710,8918,58,19,139,8841,55,55,3854,184,4457,14,2,107,5,9,4,62,1,1,2
1200875,19834,12423,187,40,225,12196,62,62,4333,340,6540,40,6,180,10,21,19,466,7,1,8
1200900,11450,5165,26,2,45,5137,37,37,2622,119,2246,12,4,30,1,8,2,45,2,0,1
1300001,374004,208585,1263,314,3075,207008,1090,1090,104497,5611,87885,445,70,4080,78,262,138,705,91,18,53
1300004,36724,14456,80,45,195,14331,113,113,6663,323,6836,41,13,88,3,23,13,101,21,4,7
1300007,19373,9116,47,41,117,9028,63,63,6031,88,2602,28,2,76,2,19,3,52,5,1,2
1300009,18464,8167,33,30,68,8104,59,59,4934,130,2822,19,5,54,0,36,3,30,2,0,1
1300010,79044,44885,320,89,689,44476,230,230,26771,991,14984,115,11,618,14,63,25,152,24,10,9
1300013,48770,26593,119,74,277,26400,147,147,18890,352,6537,33,9,195,4,27,11,50,9,4,2
1300014,16866,9024,36,20,96,8968,51,51,5000,551,3216,7,5,54,1,10,2,23,2,1,0
1300016,13673,7125,24,11,50,7090,43,43,3737,300,2923,17,0,30,1,1,5,21,2,1,2
1300019,40358,23972,143,146,366,23683,132,132,9086,2346,11401,41,22,234,11,21,26,91,18,5,15
1300020,13069,6097,31,26,89,6040,39,39,4263,82,1489,14,2,40,1,11,6,37,3,1,2
1300022,93485,45014,228,79,554,44707,279,279,26216,1184,15938,89,32,385,15,49,35,164,27,5,14
1300023,17303,7656,30,32,107,7594,56,56,3699,200,3416,28,5,49,2,18,12,48,8,0,2
1300024,15043,7830,37,25,111,7768,44,44,3785,280,3466,9,2,52,0,8,14,30,5,1,5
1300025,63005,32050,217,57,522,31776,178,178,22618,378,7546,77,11,312,11,82,18,153,20,11,17
1300027,22405,10419,35,25,90,10359,68,68,5012,240,4846,27,8,52,3,12,5,49,11,2,2
1300028,57122,27361,186,283,373,26892,155,155,14570,492,10808,75,11,337,8,37,27,126,19,4,5
1300031,27803,14347,56,37,175,14254,89,89,6783,210,6801,26,2,114,4,22,6,96,10,0,5
1300032,32704,15195,100,48,281,15047,99,99,10511,129,3746,45,6,159,7,21,8,115,12,3,4
1300033,20318,9013,27,32,82,8954,63,63,4265,302,4129,26,10,58,3,23,13,34,4,2,3
1300034,14689,7068,44,47,85,6977,45,45,2881,189,3679,15,7,47,2,16,6,42,6,0,2
1300037,85106,45411,266,88,530,45057,261,261,25022,1242,17443,81,16,430,11,57,33,139,34,6,13
1300040,32490,17066,91,70,164,16905,97,97,10960,690,4800,50,18,87,6,31,14,51,18,5,11
1300043,24949,12498,191,32,165,12275,75,75,6315,372,5100,36,7,60,12,57,13,108,18,0,12
1300046,28983,12831,46,38,152,12747,92,92,8369,266,3764,33,6,57,4,25,14,40,9,2,6
1300049,21940,9470,44,27,118,9399,67,67,4560,405,4098,27,7,73,11,22,8,48,15,0,7
1300052,8719,4191,17,9,59,4165,30,30,3228,63,740,10,2,19,0,12,5,21,2,3,1
1300055,38845,20706,65,31,225,20610,116,116,11037,304,8642,55,9,162,3,23,7,128,10,3,2
1300058,72667,28743,236,87,455,28420,223,223,17296,629,9331,67,8,237,12,160,23,156,31,6,9
1300060,28195,14066,89,94,150,13883,86,86,8706,713,4055,29,15,78,8,29,19,57,15,6,3
1300061,28857,12616,67,34,185,12515,90,90,6175,339,5561,31,12,88,3,29,15,58,12,1,6
1500004,9859,5940,82,11,97,5847,28,28,2401,342,2712,64,2,136,3,12,7,62,6,1,2
1500007,5545,3421,41,4,63,3376,17,17,868,339,1883,43,0,108,0,3,10,55,2,1,1
1500010,13526,8775,70,19,115,8686,39,39,2349,779,5012,75,3,216,7,9,19,88,7,1,6
1500013,12210,7811,74,15,120,7722,36,36,1867,857,4389,79,8,281,5,17,8,81,3,1,6
1500016,9924,6728,48,9,114,6671,29,29,1781,605,3750,99,8,222,13,16,15,42,4,0,2
1500019,2242,1192,15,2,12,1175,7,7,408,51,673,5,0,13,0,1,0,11,0,0,1
1500022,2930,1718,13,4,19,1701,10,10,352,171,1079,12,0,47,0,0,3,16,2,0,0
1500025,7695,5605,182,17,111,5406,22,22,2473,368,2056,97,0,200,2,7,15,71,0,1,5
1500029,3588,2002,18,8,30,1976,11,11,1203,75,615,17,2,13,0,3,2,11,3,2,0
1500030,9939,6511,68,10,90,6433,29,29,1716,680,3574,84,3,164,2,11,13,87,5,0,4
1500031,68439,53818,508,23,908,53287,199,199,16176,5160,25420,1141,20,3878,15,96,59,330,45,4,35
1500034,10738,5678,43,21,80,5614,35,35,715,359,4269,16,4,83,1,12,11,51,9,0,4
1500037,14914,9951,143,19,154,9789,44,44,2764,491,5809,101,4,336,11,15,16,75,11,1,1
1500040,6379,4022,55,10,79,3957,19,19,693,462,2448,80,6,120,5,12,11,34,5,0,2
1500043,17144,12868,231,13,290,12624,50,50,4940,965,5245,299,10,674,15,27,25,107,19,5,3
1500046,31558,22726,174,12,389,22540,90,90,6260,2119,11715,361,10,1460,3,22,37,140,10,4,10
1500049,5388,4015,44,10,66,3961,16,16,509,386,2804,50,6,92,2,10,10,19,4,1,2
1500052,3984,2308,9,8,27,2291,12,12,412,235,1522,15,4,48,0,4,3,17,4,0,0
1500055,124222,94235,682,49,1555,93504,355,350,25861,8826,47371,1739,38,7163,19,113,88,614,59,20,38
1500058,8580,5866,78,7,83,5781,25,25,1552,310,3497,64,15,161,4,9,6,71,6,2,1
1500061,12177,8512,53,16,116,8443,36,36,1695,609,5595,65,1,279,0,12,10,54,3,0,4
1500064,17046,11344,218,18,239,11108,50,50,2791,769,6416,165,12,491,5,21,22,159,10,1,7
1500067,24239,15091,155,19,212,14917,71,71,5011,1453,7349,199,10,424,10,30,20,171,18,2,8
1500070,4592,2505,8,7,25,2490,15,15,327,246,1810,13,2,36,0,4,6,18,3,0,0
1500072,21040,15304,517,34,404,14753,62,62,5587,1084,6554,254,6,576,9,31,37,178,13,10,10
1500076,104308,74384,1870,81,1620,72433,306,305,34577,5095,24885,1381,46,3588,25,160,98,841,52,17,48
1500079,9940,6771,39,9,82,6723,30,30,991,601,4786,34,6,137,6,7,6,58,6,0,3
1500085,5549,3502,6,3,34,3493,17,17,765,118,2487,13,0,45,1,1,2,24,0,1,2
1500088,81479,59053,943,48,1298,58062,242,241,25196,3787,22510,1157,27,3336,27,131,71,441,34,14,33
1500091,4297,3018,51,5,56,2962,13,13,825,255,1637,40,3,112,0,1,1,27,2,0,3
1500094,124137,83105,904,72,1304,82129,367,365,27104,6551,41379,1110,52,3471,29,128,94,782,58,10,57
1500097,5153,2749,20,14,33,2715,18,18,712,194,1644,19,1,71,0,5,9,21,3,1,2
1500100,13081,9743,213,20,261,9510,38,38,4679,600,3201,192,5,398,5,21,14,116,14,1,3
1500103,8830,5268,55,16,80,5197,26,26,1284,495,3018,50,5,183,2,7,8,58,6,0,1
1500106,3143,1964,14,6,20,1944,9,9,378,111,1330,21,2,61,0,1,2,16,1,0,1
1500109,87128,55787,719,59,839,55009,256,255,21203,3463,26360,596,26,1619,16,92,60,639,30,32,34
1500112,9577,6271,116,15,142,6140,28,28,1187,702,3635,117,7,194,5,10,36,95,4,1,5
1500115,22649,14150,168,37,250,13945,73,73,4030,881,8064,110,3,353,5,21,15,174,19,11,9
1500118,12564,8865,256,22,253,8587,37,37,2859,940,3822,148,5,380,3,18,21,113,16,3,6
1500121,2758,1359,10,5,7,1344,8,8,499,46,754,7,1,20,0,0,2,7,0,0,1
1500124,5664,4155,49,12,79,4094,16,16,851,366,2422,87,1,218,0,5,12,47,3,2,1
1500127,4560,3085,35,5,52,3045,15,15,755,341,1730,32,3,72,8,5,3,42,1,0,1
1500128,4648,3106,33,9,41,3064,14,14,671,135,2080,19,1,48,0,5,3,56,5,0,0
1500130,2870,1998,6,2,11,1990,9,9,210,69,1636,8,3,26,1,0,10,15,0,0,1
1500132,6794,4505,69,2,74,4434,20,20,1785,297,2030,58,2,118,1,5,3,57,0,1,3
1500133,2841,1586,4,4,12,1578,9,9,415,147,953,8,3,21,1,1,6,9,2,0,0
1500136,5406,3383,33,14,53,3336,17,17,737,189,2193,32,3,68,1,9,8,32,3,2,6
1500139,25657,17754,191,11,334,17552,77,74,6006,1924,7498,351,3,1220,2,34,21,130,13,10,6
1500142,28402,18128,212,20,275,17896,86,86,5539,1710,9127,269,9,627,8,31,36,236,19,2,8
1500145,8355,4033,39,15,47,3979,26,26,1087,347,2358,28,8,47,3,12,11,15,12,2,2
1500148,6054,3560,27,19,43,3514,19,19,455,409,2456,11,7,63,2,8,9,42,3,2,4
1500151,14607,9644,82,10,115,9552,42,42,2079,755,6072,86,4,285,5,20,15,104,8,0,4
1500154,7578,5601,50,8,81,5543,23,23,496,513,4162,46,3,149,4,7,13,56,7,1,5
1500157,6610,4306,37,12,44,4257,19,19,640,441,2939,28,2,115,2,4,11,22,6,1,2
1500160,93544,69475,1322,78,1491,68075,274,274,31763,4202,24614,1477,23,3549,21,129,105,599,43,16,43
1500163,4024,2727,6,2,37,2719,12,12,426,348,1768,21,1,68,0,2,21,21,3,1,2
1500166,6883,4303,32,10,47,4261,25,25,711,162,3176,11,3,73,3,6,4,59,5,0,1
1500169,99110,73935,928,48,1505,72959,289,285,30730,4952,28873,1398,42,4496,23,148,84,604,55,9,40
1500172,2937,1561,9,8,14,1544,9,9,647,135,697,8,1,27,2,0,1,10,1,1,0
1500175,11727,8560,212,23,189,8325,34,34,3249,510,3786,145,5,283,4,19,17,96,17,2,3
1500178,6281,3629,19,4,43,3606,19,19,1033,227,2133,18,2,79,2,6,2,56,4,0,1
1500181,3439,2016,8,3,18,2005,11,10,320,156,1414,13,6,43,0,3,3,25,2,0,2
1500184,5433,3609,31,4,35,3574,16,16,1073,224,2080,26,0,90,2,6,6,30,1,1,0
1500190,23506,15015,137,34,235,14844,71,71,2990,1569,9225,122,4,450,6,22,17,185,11,1,7
1500193,5143,2534,12,4,24,2518,17,17,510,222,1704,10,1,25,0,1,3,15,2,0,1
1500196,4419,2586,16,10,36,2560,13,13,893,185,1336,19,0,51,1,1,5,29,3,0,1
1500198,7784,4779,43,11,42,4725,26,26,976,237,3221,12,1,89,0,2,0,138,3,2,2
1500199,8541,5375,81,14,94,5280,25,25,2513,277,2160,47,7,117,1,7,7,38,10,0,2
1500202,13344,7603,142,20,126,7441,40,40,2831,363,3757,38,2,164,3,19,4,126,5,0,3
1500205,2887,1447,11,9,21,1427,11,11,336,167,825,15,1,21,1,5,7,23,3,1,1
1500208,4356,3107,16,4,23,3087,14,14,408,195,2357,17,0,53,2,2,3,23,3,0,1
1500211,5896,3968,34,5,58,3929,18,18,1202,185,2300,29,2,97,1,3,4,46,1,0,1
1500214,6221,3693,17,13,31,3663,20,20,568,475,2428,34,5,60,3,8,9,30,7,1,4
1500217,7299,4585,47,15,68,4523,22,22,1292,355,2622,20,3,74,4,19,8,50,6,2,0
1500218,13415,8306,65,6,123,8235,40,40,2654,530,4451,89,7,205,3,20,5,127,17,1,3
1500220,9533,6324,49,12,85,6263,28,28,1977,634,3165,93,2,201,4,18,9,63,7,1,4
1500223,7842,4523,33,10,41,4480,24,24,1349,291,2595,30,3,104,3,11,1,48,1,1,2
1500226,4452,2337,11,4,25,2322,16,16,276,367,1560,14,2,37,1,5,4,28,1,0,2
1500229,9807,6418,56,15,88,6347,31,31,1516,571,3805,79,0,182,1,5,14,80,4,0,2
1500232,9104,5342,48,17,56,5277,29,29,1390,483,3126,30,5,121,3,6,7,42,4,0,4
1500235,9558,6148,73,23,107,6052,29,29,1390,564,3590,70,4,196,5,16,12,86,8,1,3
1500238,9784,7075,202,19,157,6854,29,29,2779,418,2970,134,1,286,3,15,12,66,10,0,3
1500239,28107,18752,324,24,378,18404,83,82,8208,1368,7048,326,18,712,5,38,35,234,20,1,13
1500241,20556,13475,172,28,159,13275,61,61,3962,1369,7081,140,9,345,6,20,16,141,15,0,12
1500244,10287,6891,66,10,137,6815,31,31,1679,404,4122,82,3,257,5,13,8,95,5,3,2
1500247,362686,256262,3857,219,5174,252186,1046,1030,138078,16870,71801,5723,142,10554,129,513,400,2335,182,69,216
1500250,21119,16149,207,17,361,15925,64,63,6950,1254,5762,364,9,1007,6,21,9,144,28,3,7
1500256,13337,9917,130,7,195,9780,40,40,2160,926,5771,119,4,440,6,15,19,101,17,3,4
1500259,12064,8800,250,23,247,8527,36,36,3958,587,2962,209,3,354,6,18,28,125,22,2,6
1500262,4708,3050,19,3,41,3028,14,14,529,297,2013,36,3,64,2,6,3,28,3,0,3
1500265,5636,3774,28,1,67,3745,16,16,795,278,2382,62,4,114,2,4,6,29,2,0,0
1500268,4375,3114,61,8,75,3045,13,13,721,250,1775,41,4,115,1,14,4,38,5,1,1
1500271,19093,14024,198,19,309,13807,57,57,4373,1081,6721,272,7,822,9,23,27,134,18,4,7
1500274,6433,4554,73,4,113,4477,20,20,729,429,2936,62,4,136,5,12,14,28,6,0,3
1500277,7979,5259,36,17,73,5206,24,24,1576,422,2862,59,2,123,2,14,15,48,6,1,3
1500280,19593,14852,320,22,322,14510,56,56,4517,1311,6939,362,5,816,5,32,26,136,16,3,20
1500283,4579,2956,28,10,27,2918,14,14,1021,250,1478,43,4,63,3,0,6,19,3,0,1
1500286,3017,1823,10,8,18,1805,9,9,483,168,1041,18,0,41,1,4,4,19,5,1,2
